,Method,r2,r,Ligand,Missingness
110,impute_missing_ms,0.7247605578605582,0.8528494751886375,IgG3,0.9
111,impute_missing_ms,0.7239266223819139,0.852505076405865,IgG3,0.9
112,impute_missing_ms,0.5261301521267601,0.9211280136793889,FcR2A,0.9
113,impute_missing_ms,0.49755525399448075,0.916461754333368,FcR2A,0.9
114,impute_missing_ms,0.46253432500487535,0.9280352719305157,FcR2B,0.9
115,impute_missing_ms,0.46439710033299286,0.9288423150079919,FcR2B,0.9
116,impute_missing_ms,0.6672259392095443,0.8897939164747972,FcR3A,0.9
117,impute_missing_ms,0.6699486594618422,0.8922573505661184,FcR3A,0.9
118,impute_missing_ms,0.7182812463252428,0.94623273776363,FcR3B,0.9
119,impute_missing_ms,0.7129562902697751,0.9457359682454659,FcR3B,0.9
120,impute_missing_ms,-0.6205128620795772,0.44514156260159066,IgG1,1.0
121,impute_missing_ms,-1.9933435531632333,0.4575195471279924,IgG1,1.0
122,impute_missing_ms,-1.2813126966123511,0.8496432446993977,IgG3,1.0
123,impute_missing_ms,0.04942384232119146,0.8509627841585272,IgG3,1.0
124,impute_missing_ms,0.4120526914819648,0.905804170407806,FcR2A,1.0
125,impute_missing_ms,0.3663295508586403,0.9090973342281977,FcR2A,1.0
126,impute_missing_ms,0.4376749670985953,0.9293649519825266,FcR2B,1.0
127,impute_missing_ms,0.4211090988266004,0.9286403098114981,FcR2B,1.0
128,impute_missing_ms,0.6735449824977864,0.893519423031422,FcR3A,1.0
129,impute_missing_ms,0.6718263098497408,0.8931050058037502,FcR3A,1.0
130,impute_missing_ms,0.7156592836756079,0.9456277362735903,FcR3B,1.0
131,impute_missing_ms,0.7146192248455839,0.9452648756726253,FcR3B,1.0
